Tool,Type,Designator,x,y,L,R,T,B,Rotation,Layer,Info
altium,slk-des,C47,1780,1224.5,1755.307,1781.7,1226.2,1161.486,90,Bottom Layer,NA
altium,pin,C46,1737.7,1150,1697.2,1778.2,1165.5,1134.5,360,Bottom Layer,PinName:2;NetName:DGND;PinX:1757.7;PinY:1150
altium,pin,C46,1737.7,1150,1697.2,1778.2,1165.5,1134.5,360,Bottom Layer,PinName:1;NetName:VDD_CORE;PinX:1717.7;PinY:1150
altium,slk-des,C46,1710.4,1130,1708.7,1773.414,1131.7,1105.307,180,Bottom Layer,NA
altium,pin,C44,1500.75,1016.13,1460.25,1541.25,1031.63,1000.63,180,Bottom Layer,PinName:2;NetName:DGND;PinX:1480.75;PinY:1016.13
altium,pin,C44,1500.75,1016.13,1460.25,1541.25,1031.63,1000.63,180,Bottom Layer,PinName:1;NetName:VDD_CORE;PinX:1520.75;PinY:1016.13
altium,slk-des,C44,1395.75,1028.63,1394.05,1458.764,1030.33,1003.937,180,Bottom Layer,NA
altium,pin,C43,1863,1260.25,1847.5,1878.5,1300.75,1219.75,90,Bottom Layer,PinName:2;NetName:DGND;PinX:1863;PinY:1280.25
altium,pin,C43,1863,1260.25,1847.5,1878.5,1300.75,1219.75,90,Bottom Layer,PinName:1;NetName:VDD_CORE;PinX:1863;PinY:1240.25
altium,slk-des,C43,1871,1210.5,1846.307,1872.7,1212.2,1147.486,90,Bottom Layer,NA
altium,pin,C42,1800,1275.76,1784.5,1815.5,1316.26,1235.26,270,Bottom Layer,PinName:2;NetName:DGND;PinX:1800;PinY:1255.76
altium,pin,C42,1800,1275.76,1784.5,1815.5,1316.26,1235.26,270,Bottom Layer,PinName:1;NetName:VDD_CORE;PinX:1800;PinY:1295.76
altium,slk-des,C42,1780,1301.52,1755.307,1781.7,1303.22,1238.506,90,Bottom Layer,NA
altium,pin,C41,1658.25,1276,1617.75,1698.75,1291.5,1260.5,180,Bottom Layer,PinName:2;NetName:DGND;PinX:1638.25;PinY:1276
altium,pin,C41,1658.25,1276,1617.75,1698.75,1291.5,1260.5,180,Bottom Layer,PinName:1;NetName:VDD_CORE;PinX:1678.25;PinY:1276
altium,slk-des,C41,1626.5,1257,1624.8,1681.849,1258.7,1232.307,180,Bottom Layer,NA
altium,pin,C38,1350,1362.5,1309.5,1390.5,1378,1347,180,Bottom Layer,PinName:2;NetName:DGND;PinX:1330;PinY:1362.5
altium,pin,C38,1350,1362.5,1309.5,1390.5,1378,1347,180,Bottom Layer,PinName:1;NetName:VDD_3V3A;PinX:1370;PinY:1362.5
altium,slk-des,C38,1245,1375,1243.3,1308.014,1376.7,1350.307,180,Bottom Layer,NA
altium,pin,C37,1100,862.5,1084.5,1115.5,903,822,270,Top Layer,PinName:2;NetName:DGND;PinX:1100;PinY:842.5
altium,pin,C37,1100,862.5,1084.5,1115.5,903,822,270,Top Layer,PinName:1;NetName:VDD_3V3A;PinX:1100;PinY:882.5
altium,slk-des,C37,1115,740,1085.009,1117,816.642,738,90,Top Layer,NA
altium,pin,C106,1721.26,1449.25,1705.76,1736.76,1489.75,1408.75,90,Bottom Layer,PinName:2;NetName:DGND;PinX:1721.26;PinY:1469.25
altium,pin,C106,1721.26,1449.25,1705.76,1736.76,1489.75,1408.75,90,Bottom Layer,PinName:1;NetName:VDD_PLL;PinX:1721.26;PinY:1429.25
altium,slk-des,C106,1697.52,1488.5,1672.827,1699.22,1490.2,1406.326,90,Bottom Layer,NA
altium,pin,C103,2150,637.5,2134.5,2165.5,678,597,90,Bottom Layer,PinName:2;NetName:DGND;PinX:2150;PinY:657.5
altium,pin,C103,2150,637.5,2134.5,2165.5,678,597,90,Bottom Layer,PinName:1;NetName:VDDS_DDR;PinX:2150;PinY:617.5
altium,slk-des,C103,2160,780,2130.009,2162,782,680.032,90,Bottom Layer,NA
altium,pin,C105,1862.5,775,1847,1878,815.5,734.5,270,Bottom Layer,PinName:2;NetName:DGND;PinX:1862.5;PinY:755
altium,pin,C105,1862.5,775,1847,1878,815.5,734.5,270,Bottom Layer,PinName:1;NetName:VRTC;PinX:1862.5;PinY:795
altium,slk-des,C105,1875,725,1845.009,1877,727,625.032,90,Bottom Layer,NA
altium,pin,C102,2100,637.5,2084.5,2115.5,678,597,90,Bottom Layer,PinName:2;NetName:DGND;PinX:2100;PinY:657.5
altium,pin,C102,2100,637.5,2084.5,2115.5,678,597,90,Bottom Layer,PinName:1;NetName:VDDS_DDR;PinX:2100;PinY:617.5
altium,slk-des,C102,2115,780,2085.009,2117,782,680.032,90,Bottom Layer,NA
altium,pin,C101,2050,775,2034.5,2065.5,815.5,734.5,270,Bottom Layer,PinName:2;NetName:DGND;PinX:2050;PinY:755
altium,pin,C101,2050,775,2034.5,2065.5,815.5,734.5,270,Bottom Layer,PinName:1;NetName:VDDS_DDR;PinX:2050;PinY:795
altium,slk-des,C101,2062.5,725,2032.509,2064.5,727,634.362,90,Bottom Layer,NA
altium,pin,R27,1756.25,762.5,1715.75,1796.75,778,747,180,Top Layer,PinName:2;NetName:VREFP_ADC;PinX:1736.25;PinY:762.5
altium,pin,R27,1756.25,762.5,1715.75,1796.75,778,747,180,Top Layer,PinName:1;NetName:VDD_ADC;PinX:1776.25;PinY:762.5
altium,slk-des,R27,1720,785,1718,1796.642,814.991,783,0,Top Layer,NA
altium,pin,R26,1975,775,1959.5,1990.5,815.5,734.5,90,Bottom Layer,PinName:2;NetName:WAKEUP;PinX:1975;PinY:795
altium,pin,R26,1975,775,1959.5,1990.5,815.5,734.5,90,Bottom Layer,PinName:1;NetName:VRTC;PinX:1975;PinY:755
altium,slk-des,R26,1987.5,725,1957.509,1989.5,727,648.358,90,Bottom Layer,NA
altium,pin,R53,3023.9,725,3008.4,3039.4,765.5,684.5,90,Bottom Layer,PinName:2;NetName:DGND;PinX:3023.9;PinY:745
altium,pin,R53,3023.9,725,3008.4,3039.4,765.5,684.5,90,Bottom Layer,PinName:1;NetName:USB1_DRVVBUS;PinX:3023.9;PinY:705
altium,slk-des,R53,3077.8,765,3047.809,3079.8,767,688.358,90,Bottom Layer,NA
altium,pin,R52,3273.9,725,3258.4,3289.4,765.5,684.5,270,Bottom Layer,PinName:2;NetName:USB1_OCN;PinX:3273.9;PinY:705
altium,pin,R52,3273.9,725,3258.4,3289.4,765.5,684.5,270,Bottom Layer,PinName:1;NetName:VDD_3V3A;PinX:3273.9;PinY:745
altium,slk-des,R52,3247.8,765,3217.809,3249.8,767,688.358,90,Bottom Layer,NA
altium,pin,C32,1662.5,700,1647,1678,740.5,659.5,270,Top Layer,PinName:2;NetName:GNDA_ADC;PinX:1662.5;PinY:680
altium,pin,C32,1662.5,700,1647,1678,740.5,659.5,270,Top Layer,PinName:1;NetName:VREFP_ADC;PinX:1662.5;PinY:720
altium,slk-des,C32,1635,665,1605.009,1637,741.642,663,90,Top Layer,NA
altium,pin,R51,1600,775,1584.5,1615.5,815.5,734.5,90,Bottom Layer,PinName:2;NetName:GPIO3_18;PinX:1600;PinY:795
altium,pin,R51,1600,775,1584.5,1615.5,815.5,734.5,90,Bottom Layer,PinName:1;NetName:GPIO0_7;PinX:1600;PinY:755
altium,slk-des,R51,1612.5,725,1582.509,1614.5,727,657.688,90,Bottom Layer,NA
altium,pin,R50,1450,700,1434.5,1465.5,740.5,659.5,270,Top Layer,PinName:2;NetName:GPIO0_7SRC;PinX:1450;PinY:680
altium,pin,R50,1450,700,1434.5,1465.5,740.5,659.5,270,Top Layer,PinName:1;NetName:GPIO0_7;PinX:1450;PinY:720
altium,slk-des,R50,1500,662.5,1470.009,1502,739.142,660.5,90,Top Layer,NA
altium,pin,R49,1500,1337.5,1459.5,1540.5,1353,1322,360,Bottom Layer,PinName:2;NetName:USB1_ID;PinX:1520;PinY:1337.5
altium,pin,R49,1500,1337.5,1459.5,1540.5,1353,1322,360,Bottom Layer,PinName:1;NetName:DGND;PinX:1480;PinY:1337.5
altium,slk-des,R49,1395,1350,1393.3,1458.014,1351.7,1325.307,180,Bottom Layer,NA
altium,pin,C36,512.5,1650,497,528,1690.5,1609.5,270,Bottom Layer,PinName:2;NetName:DGND;PinX:512.5;PinY:1630
altium,pin,C36,512.5,1650,497,528,1690.5,1609.5,270,Bottom Layer,PinName:1;NetName:USB_DC;PinX:512.5;PinY:1670
altium,slk-des,C36,525,1770,495.009,527,1772,1693.358,90,Bottom Layer,NA
altium,pin,C35,3223.9,725,3208.4,3239.4,765.5,684.5,90,Bottom Layer,PinName:2;NetName:DGND;PinX:3223.9;PinY:745
altium,pin,C35,3223.9,725,3208.4,3239.4,765.5,684.5,90,Bottom Layer,PinName:1;NetName:USB1_PWR;PinX:3223.9;PinY:705
altium,slk-des,C35,3277.8,765,3247.809,3279.8,767,688.358,90,Bottom Layer,NA
altium,pin,C33,1737.5,700,1722,1753,740.5,659.5,270,Top Layer,PinName:2;NetName:GNDA_ADC;PinX:1737.5;PinY:680
altium,pin,C33,1737.5,700,1722,1753,740.5,659.5,270,Top Layer,PinName:1;NetName:VREFP_ADC;PinX:1737.5;PinY:720
altium,slk-des,C33,1750,580,1720.009,1752,656.642,578,90,Top Layer,NA
altium,pin,C31,1700,700,1684.5,1715.5,740.5,659.5,270,Top Layer,PinName:2;NetName:GNDA_ADC;PinX:1700;PinY:680
altium,pin,C31,1700,700,1684.5,1715.5,740.5,659.5,270,Top Layer,PinName:1;NetName:VREFP_ADC;PinX:1700;PinY:720
altium,slk-des,C31,1710,580,1680.009,1712,647.312,578,90,Top Layer,NA
altium,pin,R19,1637.5,775,1622,1653,815.5,734.5,270,Bottom Layer,PinName:2;NetName:CLKOUT2;PinX:1637.5;PinY:755
altium,pin,R19,1637.5,775,1622,1653,815.5,734.5,270,Bottom Layer,PinName:1;NetName:CLKOUT_SRC;PinX:1637.5;PinY:795
altium,slk-des,R19,1650,725,1620.009,1652,727,653.023,90,Bottom Layer,NA
altium,pin,R20,1675,775,1659.5,1690.5,815.5,734.5,90,Bottom Layer,PinName:2;NetName:GPIO3_20;PinX:1675;PinY:795
altium,pin,R20,1675,775,1659.5,1690.5,815.5,734.5,90,Bottom Layer,PinName:1;NetName:CLKOUT2;PinX:1675;PinY:755
altium,slk-des,R20,1687.5,725,1657.509,1689.5,727,648.358,90,Bottom Layer,NA
altium,pin,R24,1450,575,1434.5,1465.5,615.5,534.5,90,Top Layer,PinName:2;NetName:JTAG_EMU1;PinX:1450;PinY:595
altium,pin,R24,1450,575,1434.5,1465.5,615.5,534.5,90,Top Layer,PinName:1;NetName:VDD_3V3B;PinX:1450;PinY:555
altium,slk-des,R24,1500,537.5,1470.009,1502,614.142,535.5,90,Top Layer,NA
altium,pin,R23,1450,487.5,1434.5,1465.5,528,447,270,Top Layer,PinName:2;NetName:JTAG_EMU0;PinX:1450;PinY:467.5
altium,pin,R23,1450,487.5,1434.5,1465.5,528,447,270,Top Layer,PinName:1;NetName:VDD_3V3B;PinX:1450;PinY:507.5
altium,slk-des,R23,1500,450,1470.009,1502,526.642,448,90,Top Layer,NA
altium,pin,R25,1450,337.5,1434.5,1465.5,378,297,90,Top Layer,PinName:2;NetName:DGND;PinX:1450;PinY:357.5
altium,pin,R25,1450,337.5,1434.5,1465.5,378,297,90,Top Layer,PinName:1;NetName:JTAG_TRSTN;PinX:1450;PinY:317.5
altium,slk-des,R25,1500,300,1470.009,1502,376.642,298,90,Top Layer,NA
altium,pin,R14,1137.5,475,1097,1178,490.5,459.5,180,Bottom Layer,PinName:2;NetName:SYS_RESETN;PinX:1117.5;PinY:475
altium,pin,R14,1137.5,475,1097,1178,490.5,459.5,180,Bottom Layer,PinName:1;NetName:VDD_3V3A;PinX:1157.5;PinY:475
altium,slk-des,R14,1100,460,1098,1171.977,462,430.009,180,Bottom Layer,NA
altium,pin,C26,1695,1535,1654.5,1735.5,1550.5,1519.5,180,Bottom Layer,PinName:2;NetName:GND_OSC0;PinX:1675;PinY:1535
altium,pin,C26,1695,1535,1654.5,1735.5,1550.5,1519.5,180,Bottom Layer,PinName:1;NetName:OSC0_OUT;PinX:1715;PinY:1535
altium,slk-des,C26,1745,1545,1743.3,1808.014,1546.7,1520.307,180,Bottom Layer,NA
altium,pin,C25,1865,1535,1824.5,1905.5,1550.5,1519.5,360,Bottom Layer,PinName:2;NetName:GND_OSC0;PinX:1885;PinY:1535
altium,pin,C25,1865,1535,1824.5,1905.5,1550.5,1519.5,360,Bottom Layer,PinName:1;NetName:OSC0_IN;PinX:1845;PinY:1535
altium,slk-des,C25,1765,1555,1763.3,1828.014,1556.7,1530.307,180,Bottom Layer,NA
altium,pin,C22,2037.5,637.5,2022,2053,678,597,90,Bottom Layer,PinName:2;NetName:OSC1_OUT;PinX:2037.5;PinY:657.5
altium,pin,C22,2037.5,637.5,2022,2053,678,597,90,Bottom Layer,PinName:1;NetName:GND_OSC1;PinX:2037.5;PinY:617.5
altium,slk-des,C22,2050,775,2020.009,2052,777,698.358,90,Bottom Layer,NA
altium,pin,C21,1987.5,637.5,1972,2003,678,597,90,Bottom Layer,PinName:2;NetName:OSC1_IN;PinX:1987.5;PinY:657.5
altium,pin,C21,1987.5,637.5,1972,2003,678,597,90,Bottom Layer,PinName:1;NetName:GND_OSC1;PinX:1987.5;PinY:617.5
altium,slk-des,C21,2000,775,1970.009,2002,777,707.688,90,Bottom Layer,NA
altium,pin,R22,2200,1118.5,2159.5,2240.5,1134,1103,180,Bottom Layer,PinName:2;NetName:DDR_VTP;PinX:2180;PinY:1118.5
altium,pin,R22,2200,1118.5,2159.5,2240.5,1134,1103,180,Bottom Layer,PinName:1;NetName:DGND;PinX:2220;PinY:1118.5
altium,slk-des,R22,2255,1132,2253,2331.642,1134,1102.009,180,Bottom Layer,NA
altium,pin,R17,1779.96,1535,1739.46,1820.46,1550.5,1519.5,180,Bottom Layer,PinName:2;NetName:OSC0_OUT;PinX:1759.96;PinY:1535
altium,pin,R17,1779.96,1535,1739.46,1820.46,1550.5,1519.5,180,Bottom Layer,PinName:1;NetName:OSC0_IN;PinX:1799.96;PinY:1535
altium,slk-des,R17,1784.92,1635,1760.227,1786.62,1636.7,1575.819,90,Bottom Layer,NA
altium,pin,C24,1137.5,437.5,1097,1178,453,422,360,Bottom Layer,PinName:2;NetName:DGND;PinX:1157.5;PinY:437.5
altium,pin,C24,1137.5,437.5,1097,1178,453,422,360,Bottom Layer,PinName:1;NetName:SYS_RESETN;PinX:1117.5;PinY:437.5
altium,slk-des,C24,1100,530,1098,1176.642,532,500.009,180,Bottom Layer,NA
altium,pin,C27,1775,450,1759.5,1790.5,490.5,409.5,90,Top Layer,PinName:2;NetName:DGND;PinX:1775;PinY:470
altium,pin,C27,1775,450,1759.5,1790.5,490.5,409.5,90,Top Layer,PinName:1;NetName:VDD_3V3A;PinX:1775;PinY:430
altium,slk-des,C27,1750,415,1720.009,1752,491.642,413,90,Top Layer,NA
altium,pin,C30,1137.5,400,1097,1178,415.5,384.5,360,Bottom Layer,PinName:2;NetName:DGND;PinX:1157.5;PinY:400
altium,pin,C30,1137.5,400,1097,1178,415.5,384.5,360,Bottom Layer,PinName:1;NetName:SYS_RESETN;PinX:1117.5;PinY:400
altium,slk-des,C30,1100,495,1098,1176.642,497,465.009,180,Bottom Layer,NA
altium,pin,C29,1350,337.5,1334.5,1365.5,378,297,270,Top Layer,PinName:2;NetName:DGND;PinX:1350;PinY:317.5
altium,pin,C29,1350,337.5,1334.5,1365.5,378,297,270,Top Layer,PinName:1;NetName:VDD_3V3B;PinX:1350;PinY:357.5
altium,slk-des,C29,1325,300,1295.009,1327,376.642,298,90,Top Layer,NA
altium,pin,C28,2200,1069.5,2159.5,2240.5,1085,1054,360,Bottom Layer,PinName:2;NetName:DGND;PinX:2220;PinY:1069.5
altium,pin,C28,2200,1069.5,2159.5,2240.5,1085,1054,360,Bottom Layer,PinName:1;NetName:DDR_VREF;PinX:2180;PinY:1069.5
altium,slk-des,C28,2255,1074,2253,2331.642,1076,1044.009,180,Bottom Layer,NA
altium,pin,R3,1025,862.5,1009.5,1040.5,903,822,270,Top Layer,PinName:2;NetName:I2C0_SCL;PinX:1025;PinY:842.5
altium,pin,R3,1025,862.5,1009.5,1040.5,903,822,270,Top Layer,PinName:1;NetName:VDD_3V3A;PinX:1025;PinY:882.5
altium,slk-des,R3,1040,765,1010.009,1042,813.652,763,90,Top Layer,NA
altium,pin,R4,1062.5,862.5,1047,1078,903,822,270,Top Layer,PinName:2;NetName:I2C0_SDA;PinX:1062.5;PinY:842.5
altium,pin,R4,1062.5,862.5,1047,1078,903,822,270,Top Layer,PinName:1;NetName:VDD_3V3A;PinX:1062.5;PinY:882.5
altium,slk-des,R4,1080,765,1050.009,1082,813.652,763,90,Top Layer,NA
altium,pin,C18,637.5,725,597,678,740.5,709.5,180,Top Layer,PinName:2;NetName:DGND;PinX:617.5;PinY:725
altium,pin,C18,637.5,725,597,678,740.5,709.5,180,Top Layer,PinName:1;NetName:VDD_3V3AUX;PinX:657.5;PinY:725
altium,slk-des,C18,715,680,685.009,717,751.977,678,90,Top Layer,NA
altium,pin,C17,325,625,284.5,365.5,640.5,609.5,180,Bottom Layer,PinName:2;NetName:DGND;PinX:305;PinY:625
altium,pin,C17,325,625,284.5,365.5,640.5,609.5,180,Bottom Layer,PinName:1;NetName:SYS_5V;PinX:345;PinY:625
altium,slk-des,C17,287.5,675,285.5,359.477,677,645.009,180,Bottom Layer,NA
altium,pin,C16,637.5,687.5,597,678,703,672,180,Top Layer,PinName:2;NetName:DGND;PinX:617.5;PinY:687.5
altium,pin,C16,637.5,687.5,597,678,703,672,180,Top Layer,PinName:1;NetName:VRTC;PinX:657.5;PinY:687.5
altium,slk-des,C16,600,642.6,598,671.977,672.591,640.6,0,Top Layer,NA
altium,pin,R6,740,340,724.5,755.5,380.5,299.5,270,Bottom Layer,PinName:2;NetName:VDDS_DDR;PinX:740;PinY:320
altium,pin,R6,740,340,724.5,755.5,380.5,299.5,270,Bottom Layer,PinName:1;NetName:VDCDC1;PinX:740;PinY:360
altium,slk-des,R6,755,435,725.009,757,437,386.349,90,Bottom Layer,NA
altium,pin,R5,637.5,625,597,678,640.5,609.5,180,Top Layer,PinName:2;NetName:VRTC;PinX:617.5;PinY:625
altium,pin,R5,637.5,625,597,678,640.5,609.5,180,Top Layer,PinName:1;NetName:VLDO1;PinX:657.5;PinY:625
altium,slk-des,R5,615,570,613,663.652,599.991,568,0,Top Layer,NA
altium,pin,R1,912.5,862.5,897,928,903,822,270,Bottom Layer,PinName:2;NetName:PMIC_INT;PinX:912.5;PinY:842.5
altium,pin,R1,912.5,862.5,897,928,903,822,270,Bottom Layer,PinName:1;NetName:VDD_3V3A;PinX:912.5;PinY:882.5
altium,slk-des,R1,965,885,935.009,967,887,845.679,90,Bottom Layer,NA
altium,pin,R12,150,650,109.5,190.5,665.5,634.5,180,Bottom Layer,PinName:2;NetName:PWR_LEDR;PinX:130;PinY:650
altium,pin,R12,150,650,109.5,190.5,665.5,634.5,180,Bottom Layer,PinName:1;NetName:DGND;PinX:170;PinY:650
altium,slk-des,R12,112.5,700,110.5,184.477,702,670.009,180,Bottom Layer,NA
altium,pin,R11,325,725,284.5,365.5,740.5,709.5,360,Bottom Layer,PinName:2;NetName:NetC19_1;PinX:345;PinY:725
altium,pin,R11,325,725,284.5,365.5,740.5,709.5,360,Bottom Layer,PinName:1;NetName:VDD_3V3B;PinX:305;PinY:725
altium,slk-des,R11,287.5,700,285.5,350.147,702,670.009,180,Bottom Layer,NA
altium,pin,R10,325,675,284.5,365.5,690.5,659.5,180,Top Layer,PinName:2;NetName:DGND;PinX:305;PinY:675
altium,pin,R10,325,675,284.5,365.5,690.5,659.5,180,Top Layer,PinName:1;NetName:NetC19_1;PinX:345;PinY:675
altium,slk-des,R10,290,620,288,361.977,649.991,618,0,Top Layer,NA
altium,pin,C19,325,725,284.5,365.5,740.5,709.5,180,Top Layer,PinName:2;NetName:DGND;PinX:305;PinY:725
altium,pin,C19,325,725,284.5,365.5,740.5,709.5,180,Top Layer,PinName:1;NetName:NetC19_1;PinX:345;PinY:725
altium,slk-des,C19,290,750,288,361.977,779.991,748,0,Top Layer,NA
altium,pin,C3,637.5,762.5,597,678,778,747,0,Top Layer,PinName:2;NetName:P_INT_LDO;PinX:657.5;PinY:762.5
altium,pin,C3,637.5,762.5,597,678,778,747,0,Top Layer,PinName:1;NetName:DGND;PinX:617.5;PinY:762.5
altium,slk-des,C3,615,785,613,663.652,814.991,783,0,Top Layer,NA
altium,pin,C20,325,675,284.5,365.5,690.5,659.5,180,Bottom Layer,PinName:2;NetName:DGND;PinX:305;PinY:675
altium,pin,C20,325,675,284.5,365.5,690.5,659.5,180,Bottom Layer,PinName:1;NetName:VDD_3V3B;PinX:345;PinY:675
altium,slk-des,C20,412.5,712.5,382.509,414.5,714.5,635.858,90,Bottom Layer,NA
altium,pin,Q2,375,1825,335.13,414.87,1875.23,1774.77,180,Top Layer,PinName:1;NetName:DGND;PinX:349.41;PinY:1795.47
altium,pin,Q2,375,1825,335.13,414.87,1875.23,1774.77,180,Top Layer,PinName:4;NetName:DGND;PinX:400.59;PinY:1854.53
altium,pin,Q2,375,1825,335.13,414.87,1875.23,1774.77,180,Top Layer,PinName:2;NetName:USR2;PinX:375;PinY:1795.47
altium,pin,Q2,375,1825,335.13,414.87,1875.23,1774.77,180,Top Layer,PinName:5;NetName:USR3;PinX:375;PinY:1854.53
altium,pin,Q2,375,1825,335.13,414.87,1875.23,1774.77,180,Top Layer,PinName:6;NetName:LEDCC;PinX:349.41;PinY:1854.53
altium,pin,Q2,375,1825,335.13,414.87,1875.23,1774.77,180,Top Layer,PinName:3;NetName:LEDDC;PinX:400.59;PinY:1795.47
altium,slk-des,Q2,450,1800,420.009,452,1848.651,1798,90,Top Layer,NA
altium,pin,Q1,512.5,1825,472.63,552.37,1875.23,1774.77,180,Top Layer,PinName:1;NetName:DGND;PinX:486.91;PinY:1795.47
altium,pin,Q1,512.5,1825,472.63,552.37,1875.23,1774.77,180,Top Layer,PinName:4;NetName:DGND;PinX:538.09;PinY:1854.53
altium,pin,Q1,512.5,1825,472.63,552.37,1875.23,1774.77,180,Top Layer,PinName:2;NetName:USR0;PinX:512.5;PinY:1795.47
altium,pin,Q1,512.5,1825,472.63,552.37,1875.23,1774.77,180,Top Layer,PinName:5;NetName:USR1;PinX:512.5;PinY:1854.53
altium,pin,Q1,512.5,1825,472.63,552.37,1875.23,1774.77,180,Top Layer,PinName:6;NetName:LEDAC;PinX:486.91;PinY:1854.53
altium,pin,Q1,512.5,1825,472.63,552.37,1875.23,1774.77,180,Top Layer,PinName:3;NetName:LEDBC;PinX:538.09;PinY:1795.47
altium,slk-des,Q1,585,1805,555.009,587,1844.321,1803,90,Top Layer,NA
altium,pin,C153,3200,1485,3164.5,3235.5,1550.5,1419.5,90,Top Layer,PinName:2;NetName:DGND;PinX:3200;PinY:1520
altium,pin,C153,3200,1485,3164.5,3235.5,1550.5,1419.5,90,Top Layer,PinName:1;NetName:VDD_3V3B;PinX:3200;PinY:1450
altium,slk-des,C153,3155,1450,3125.009,3157,1549.968,1448,90,Top Layer,NA
altium,pin,R136,162.5,1175,97,228,1210.5,1139.5,180,Bottom Layer,PinName:2;NetName:GND_EARTH;PinX:127.5;PinY:1175
altium,pin,R136,162.5,1175,97,228,1210.5,1139.5,180,Bottom Layer,PinName:1;NetName:DGND;PinX:197.5;PinY:1175
altium,slk-des,R136,295,1230,265.009,297,1232,1130.032,90,Bottom Layer,NA
altium,pin,C133,925,1312.5,859.5,990.5,1348,1277,180,Bottom Layer,PinName:2;NetName:VDD_PHYA;PinX:890;PinY:1312.5
altium,pin,C133,925,1312.5,859.5,990.5,1348,1277,180,Bottom Layer,PinName:1;NetName:DGND;PinX:960;PinY:1312.5
altium,slk-des,C133,875,1385,873,974.968,1387,1355.009,180,Bottom Layer,NA
altium,pin,C126,925,1650,889.5,960.5,1715.5,1584.5,90,Bottom Layer,PinName:2;NetName:VDD_3V3B;PinX:925;PinY:1685
altium,pin,C126,925,1650,889.5,960.5,1715.5,1584.5,90,Bottom Layer,PinName:1;NetName:DGND;PinX:925;PinY:1615
altium,slk-des,C126,875,1575,873,974.968,1577,1545.009,180,Bottom Layer,NA
altium,pin,C122,2675,662.5,2609.5,2740.5,698,627,180,Bottom Layer,PinName:2;NetName:VDDS_DDR;PinX:2640;PinY:662.5
altium,pin,C122,2675,662.5,2609.5,2740.5,698,627,180,Bottom Layer,PinName:1;NetName:DGND;PinX:2710;PinY:662.5
altium,slk-des,C122,2765,675,2763,2864.968,677,645.009,180,Bottom Layer,NA
altium,pin,C118,2675,1287.5,2609.5,2740.5,1323,1252,180,Bottom Layer,PinName:2;NetName:VDDS_DDR;PinX:2640;PinY:1287.5
altium,pin,C118,2675,1287.5,2609.5,2740.5,1323,1252,180,Bottom Layer,PinName:1;NetName:DGND;PinX:2710;PinY:1287.5
altium,slk-des,C118,2625,1245,2623,2720.303,1247,1215.009,180,Bottom Layer,NA
altium,pin,C96,2180,540,2144.5,2215.5,605.5,474.5,90,Top Layer,PinName:2;NetName:VDDS_DDR;PinX:2180;PinY:575
altium,pin,C96,2180,540,2144.5,2215.5,605.5,474.5,90,Top Layer,PinName:1;NetName:DGND;PinX:2180;PinY:505
altium,slk-des,C96,2225,525,2223,2301.642,554.991,523,0,Top Layer,NA
altium,pin,C95,2125,750,2089.5,2160.5,815.5,684.5,90,Bottom Layer,PinName:2;NetName:VDDS_DDR;PinX:2125;PinY:785
altium,pin,C95,2125,750,2089.5,2160.5,815.5,684.5,90,Bottom Layer,PinName:1;NetName:DGND;PinX:2125;PinY:715
altium,slk-des,C95,2080,785,2050.009,2082,787,708.358,90,Bottom Layer,NA
altium,pin,C77,1350,1462.5,1284.5,1415.5,1498,1427,180,Bottom Layer,PinName:2;NetName:DGND;PinX:1315;PinY:1462.5
altium,pin,C77,1350,1462.5,1284.5,1415.5,1498,1427,180,Bottom Layer,PinName:1;NetName:VDD_3V3A;PinX:1385;PinY:1462.5
altium,slk-des,C77,1315,1415,1313,1391.642,1417,1385.009,180,Bottom Layer,NA
altium,pin,C62,1350,850,1284.5,1415.5,885.5,814.5,0,Bottom Layer,PinName:2;NetName:VDD_MPU;PinX:1385;PinY:850
altium,pin,C62,1350,850,1284.5,1415.5,885.5,814.5,0,Bottom Layer,PinName:1;NetName:DGND;PinX:1315;PinY:850
altium,slk-des,C62,1275,885,1245.009,1277,887,808.358,90,Bottom Layer,NA
altium,pin,C55,1225,600,1189.5,1260.5,665.5,534.5,270,Top Layer,PinName:2;NetName:VDD_CORE;PinX:1225;PinY:565
altium,pin,C55,1225,600,1189.5,1260.5,665.5,534.5,270,Top Layer,PinName:1;NetName:DGND;PinX:1225;PinY:635
altium,slk-des,C55,1300,562.5,1270.009,1302,639.142,560.5,90,Top Layer,NA
altium,pin,C40,1350,1120,1284.5,1415.5,1155.5,1084.5,0,Bottom Layer,PinName:2;NetName:VDD_CORE;PinX:1385;PinY:1120
altium,pin,C40,1350,1120,1284.5,1415.5,1155.5,1084.5,0,Bottom Layer,PinName:1;NetName:DGND;PinX:1315;PinY:1120
altium,slk-des,C40,1280,1150,1255.307,1281.7,1151.7,1086.986,90,Bottom Layer,NA
altium,pin,C39,1350,1005,1284.5,1415.5,1040.5,969.5,0,Bottom Layer,PinName:2;NetName:VDD_CORE;PinX:1385;PinY:1005
altium,pin,C39,1350,1005,1284.5,1415.5,1040.5,969.5,0,Bottom Layer,PinName:1;NetName:DGND;PinX:1315;PinY:1005
altium,slk-des,C39,1280,1035,1255.307,1281.7,1036.7,971.986,90,Bottom Layer,NA
